"id","y_2011","y_2013","y_2015","y_2016","y_2017","y_2018","y_2020","y_2021","y_2022"
2,509,507,505,505,504,509,493,503,498
3,1822,1796,1792,1792,1723,1759,1621,1615,1525
4,357,358,360,362,364,375,356,368,368
5,197,194,196,191,187,183,182,186,172
6,691,686,683,682,679,674,655,672,654
7,420,423,426,427,430,432,413,416,415
8,429,437,435,441,434,437,438,451,456
9,273,273,270,273,276,272,273,285,278
10,1201,1196,1194,1194,1188,1199,1191,1216,1127
11,768,771,784,784,788,812,770,776,759
12,,,,,,,,,
13,612,610,627,630,631,632,633,631,630
14,879,878,878,877,874,875,872,879,879
15,786,786,794,799,809,809,808,811,820
16,1196,1189,1189,1191,1190,1189,1190,1190,1162
17,863,863,863,859,860,857,858,860,856
18,703,706,710,709,723,742,722,729,735
19,1115,1119,1122,1122,1122,1130,1138,1141,1137
20,761,760,760,760,760,760,760,761,762
21,292,340,344,347,345,347,341,350,345
22,188,187,185,185,182,175,150,146,139
23,191,191,191,191,191,190,202,202,202
24,336,335,328,328,328,328,361,352,330
25,846,846,847,853,862,862,859,860,860
26,1066,1066,1069,1068,1069,1081,1085,1092,1093
27,678,676,676,676,676,675,679,702,699
28,256,259,261,261,264,271,262,257,238
29,307,307,306,306,306,307,307,309,311
30,129,129,129,129,127,130,103,100,90
31,569,570,570,571,575,583,578,579,576
32,,,,,,,,,
33,26,37,42,42,42,42,40,37,39
34,653,673,677,685,699,775,1070,1327,1381
35,647,716,765,806,864,948,972,1101,1210
36,761,782,792,793,798,803,804,804,804
37,647,637,630,619,620,632,617,620,587
38,759,760,759,757,759,759,743,743,743
39,932,941,953,964,989,992,993,992,994
40,603,603,603,607,609,624,632,642,618
41,374,373,373,373,374,374,374,374,374
42,339,340,340,340,340,340,339,339,339
43,377,387,390,391,390,390,388,393,391
44,138,146,152,164,170,179,167,170,163
45,952,1054,1085,1111,1207,1354,1492,1496,1493
46,412,411,411,411,411,411,411,411,411
47,23,21,21,20,22,23,21,20,21
48,525,517,514,504,507,505,503,501,499
49,946,951,960,970,972,972,967,1026,1002
50,406,406,407,407,407,407,406,409,416
51,402,402,401,399,395,390,395,396,356
52,183,180,179,179,179,179,177,177,172
53,528,531,532,531,531,531,531,532,533
54,562,562,559,559,570,571,565,566,568
55,682,681,681,683,683,687,681,677,682
56,100,100,105,105,105,105,103,104,104
57,76,76,76,76,76,76,150,224,224
58,257,257,257,256,255,258,253,253,252
59,373,373,372,372,370,372,377,387,388
60,9,8,7,7,6,7,6,5,4
61,275,275,276,276,276,276,277,278,279
62,,,,,,,,,
64,240,243,242,241,241,237,235,234,234
