id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
2,20.39,21.67,22.16,22.3975,22.41,22.43,21.43,21.43,21.43
3,65.63,78.1,79.38,79.8628,88.16,97.58,121.21,121.21,121.21
4,10.02,10.65,10.78,10.7951,10.89,11.2,11.68,11.68,11.68
5,6.03,7.63,7.45,7.8984,7.9,7.72,7.72,7.72,7.72
6,16.38,17.75,17.24,18.5325,18.71,18.39,17.97,17.97,17.97
7,11.93,12.93,13.1,13.0775,13.25,13.3,13.05,13.05,13.05
8,17.61,15.15,18.5,18.581,18.46,19.26,18.54,18.54,18.54
9,5.38,5.83,6.07,6.2048,6.02,6.22,6.44,6.44,6.44
10,33.55,35.61,37.35,37.8465,37.88,38.14,32.06,32.06,32.06
11,23.57,25.63,26.23,26.4219,26.51,26.95,28.12,28.12,28.12
12,24.96,26.36,26.77,27.2315,27.31,27.39,27.27,27.27,27.27
13,33.48,35.51,35.83,35.9036,35.99,35.59,35.54,35.54,35.54
14,36.69,37.41,37.84,37.7872,37.69,37.61,37.52,37.52,37.52
15,20.1,20.64,21.41,21.5439,21.79,21.85,20.31,20.31,20.31
16,45.87,46.47,47.5,47.5873,47.57,47.39,50.51,50.51,50.51
17,30.47,33.62,33.87,33.752,33.72,33.92,32.02,32.02,32.02
18,29.68,32.34,34.33,33.6115,32.81,33.72,34.87,34.87,34.87
19,34.8,35.96,36.54,36.5754,36.58,36.54,37.33,37.33,37.33
20,29.75,31.45,31.45,31.4538,31.46,31.46,31.2,31.2,31.2
21,26.22,28.9,29.84,30.0544,30.09,29.76,28.58,28.58,28.58
22,7.36,8.97,9.61,9.8391,13.45,13.28,24.8,24.8,24.8
23,11.0,10.81,11.12,11.1299,11.11,11.16,12.7,12.7,12.7
24,11.29,12.01,11.29,11.2473,11.29,10.56,9.1,9.1,9.1
25,28.29,29.58,29.58,29.7388,29.98,30.27,30.66,30.66,30.66
26,29.8,30.88,30.96,30.9352,30.96,31.31,29.15,29.15,29.15
27,26.56,27.19,27.19,27.1631,27.21,27.24,26.92,26.92,26.92
28,9.46,11.76,11.97,11.7285,11.7,12.04,12.16,12.16,12.16
29,11.72,12.4,12.37,12.3735,12.37,12.4,12.97,12.97,12.97
30,12.04,12.35,20.91,24.1983,26.95,27.07,22.8,22.8,22.8
31,15.99,16.5,16.66,16.7401,16.8,17.05,18.05,18.05,18.05
32,3.17,3.37,3.37,3.366,3.37,3.37,2.97,2.97,2.97
33,12.59,13.2,13.47,13.4729,13.5,13.49,14.5,14.5,14.5
34,17.87,20.98,21.77,22.1733,22.57,24.55,35.35,35.35,35.35
35,16.57,16.73,19.0,21.2647,22.45,24.81,28.33,28.33,28.33
36,22.68,24.08,28.54,28.5824,30.76,30.88,27.79,27.79,27.79
37,16.96,17.88,18.47,18.5707,18.89,19.31,19.88,19.88,19.88
38,23.19,23.97,23.97,23.9685,23.97,23.85,22.23,22.23,22.23
39,24.94,27.16,28.01,28.6451,29.38,29.5,29.01,29.01,29.01
40,28.68,31.28,31.71,31.9561,32.2,32.89,30.33,30.33,30.33
41,14.42,15.69,15.69,15.6919,15.71,15.71,14.82,14.82,14.82
42,23.31,24.94,25.26,25.3504,25.29,25.37,26.85,26.85,26.85
43,14.1,15.14,15.66,15.6861,15.66,15.6,15.7,15.7,15.7
44,8.19,8.76,8.99,9.205,9.33,9.52,10.34,10.34,10.34
45,26.17,30.92,33.15,34.4218,37.49,47.83,60.73,60.73,60.73
46,22.38,24.76,24.71,24.7512,24.76,24.76,21.48,21.48,21.48
47,10.02,11.7,11.74,11.7027,10.91,11.12,10.51,10.51,10.51
48,17.61,18.15,18.34,18.2174,18.05,18.0,18.22,18.22,18.22
49,24.05,25.73,26.27,26.6307,26.7,26.83,27.2,27.2,27.2
50,28.23,30.16,30.78,30.7109,30.9,30.86,28.78,28.78,28.78
51,12.11,13.68,13.84,14.5663,14.47,21.72,18.87,18.87,18.87
52,20.17,23.65,14.57,14.584,16.2,20.33,17.26,17.26,17.26
