"id","y_2011","y_2013","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2020","y_2021"
2,102,112,94,76,88,117,583,571,92,97
3,267,330,314,302,421,363,477,451,418,394
4,90,106,93,90,101,121,267,289,124,106
5,92,118,90,90,119,118,65,63,100,81
6,201,226,179,151,196,175,196,192,171,157
7,86,87,84,69,71,76,97,91,84,72
8,23,27,22,24,24,31,26,41,45,51
9,12,12,3,7,14,5,18,15,12,10
10,255,389,274,230,255,273,218,220,264,250
11,169,213,209,185,248,241,277,271,251,210
12,261,361,350,341,410,492,452,500,578,508
13,223,199,169,172,202,248,268,253,306,295
14,458,470,373,354,380,376,380,367,335,367
15,97,110,91,98,102,101,89,92,100,102
16,420,539,478,476,573,565,903,921,613,581
17,392,404,406,328,408,406,404,426,385,380
18,185,228,226,247,292,316,379,352,265,244
19,234,251,192,197,218,242,219,202,208,207
20,375,404,328,301,383,373,374,373,375,295
21,266,405,346,318,367,360,227,230,299,275
22,39,31,32,25,30,25,14,9,12,11
23,134,199,149,144,180,190,138,136,161,149
24,134,127,108,95,89,87,39,47,70,78
25,475,459,437,389,485,524,496,504,501,459
26,457,377,296,200,213,225,253,232,207,209
27,398,475,421,427,475,503,460,447,415,417
28,81,101,108,94,115,124,115,107,90,81
29,135,115,107,104,123,124,143,139,128,110
30,223,248,222,206,239,248,221,203,237,221
31,191,205,193,191,219,220,219,233,249,209
32,18,22,17,18,17,17,15,9,16,10
33,85,83,57,58,69,59,68,98,127,127
34,257,321,260,237,278,337,375,426,454,432
35,100,164,132,118,137,146,156,145,148,146
36,124,140,102,106,126,109,108,115,111,112
37,153,170,150,114,116,126,98,73,66,71
38,254,240,176,139,147,147,242,215,120,120
39,405,491,389,326,380,383,376,391,370,329
40,261,352,281,256,292,326,303,283,269,243
41,161,160,149,146,162,153,79,71,121,109
42,214,260,221,200,256,292,339,326,305,294
43,160,189,160,159,204,200,204,183,181,159
44,34,49,42,43,52,64,51,53,82,66
45,181,346,240,167,217,316,348,572,518,480
46,248,247,205,179,190,197,210,214,196,191
47,28,27,15,9,18,20,34,37,19,23
48,298,330,256,232,258,247,239,248,241,249
49,238,244,181,174,204,192,224,193,165,162
50,417,633,436,413,564,550,649,598,523,472
51,21,24,19,16,16,8,7,10,8,8
52,427,451,351,192,218,282,161,140,265,248
53,390,449,427,386,504,522,772,770,561,514
54,225,253,224,214,274,293,290,288,291,287
55,179,174,132,124,146,149,140,134,125,109
56,97,109,93,82,98,100,106,96,101,102
57,150,232,224,223,288,295,313,341,354,310
58,197,127,202,191,227,224,227,195,226,211
59,222,270,215,183,215,264,279,266,229,219
60,187,182,180,155,184,191,189,185,172,155
61,111,109,86,86,89,80,96,102,79,87
62,,,,,,,,,,184
64,173,218,142,133,181,201,175,191,190,79
65,52,69,41,34,54,70,73,68,71,84
66,75,97,50,40,45,72,75,72,72,48
67,31,48,21,16,33,33,43,34,46,320
68,299,395,246,182,221,263,242,320,330,110
69,85,108,107,96,121,134,96,98,136,98
70,112,146,92,86,88,101,154,140,81,711
71,490,623,542,467,588,621,465,503,823,239
72,139,163,129,118,149,204,216,223,225,416
73,386,431,348,338,390,380,365,358,402,21
74,74,64,72,52,46,53,31,29,26,405
75,322,329,294,266,313,344,357,367,417,380
76,230,371,247,233,277,299,287,421,387,708
77,568,846,497,430,552,624,598,812,771,233
78,176,299,167,149,182,208,202,280,263,469
79,269,389,323,285,395,397,295,295,537,91
80,121,157,115,97,100,122,135,96,92,101
81,109,154,88,63,73,76,76,107,99,260
82,224,297,174,143,182,204,208,316,290,329
83,249,328,335,321,372,362,335,345,347,44
84,49,30,38,36,36,41,58,70,46,202
85,231,270,232,193,210,218,196,174,224,257
86,372,344,266,264,348,356,341,254,258,31
87,109,216,193,145,97,43,46,44,31,129
88,152,158,159,134,179,167,172,149,149,189
89,157,207,174,174,209,204,242,235,183,89
90,88,208,166,147,171,182,55,55,92,237
91,289,325,294,300,321,316,285,272,280,106
92,58,78,37,34,63,74,69,106,108,168
93,113,218,106,92,113,145,137,175,202,198
94,119,155,155,132,163,167,143,172,204,159
95,127,186,110,96,98,106,104,157,164,431
96,287,433,221,223,278,296,291,495,458,348
97,331,462,295,251,296,290,288,399,392,404
98,374,365,343,273,327,402,448,448,421,151
99,96,132,100,123,142,153,156,163,147,214
100,177,244,189,174,200,241,216,198,212,350
101,293,397,336,296,334,349,363,383,347,189
102,173,254,212,179,219,190,169,154,225,165
103,186,258,200,193,244,245,212,232,202,85
105,75,97,82,81,91,97,96,86,83,231
106,155,227,219,185,204,230,84,82,258,304
107,331,393,332,303,353,367,411,397,324,210
108,219,222,183,187,207,208,214,203,231,164
109,229,210,201,198,213,136,173,149,164,157
110,261,210,191,152,156,135,183,174,162,606
111,224,363,222,200,251,281,356,613,635,141
112,142,170,127,122,177,210,190,191,168,410
113,520,598,469,445,512,482,484,450,416,244
114,190,129,113,125,147,189,184,195,241,1078
115,638,909,892,843,1090,1161,1220,1203,1175,591
116,469,563,483,426,493,544,480,572,590,650
117,494,591,546,548,609,628,680,672,692,161
118,186,186,154,130,156,175,175,174,177,203
119,181,210,167,164,166,156,146,151,187,201
120,151,168,181,154,210,221,183,181,184,323
121,315,336,272,262,325,364,339,309,324,196
122,,,,,,,,,,163
123,229,277,277,264,270,300,250,242,220,350
124,201,215,162,175,178,196,172,166,177,66
125,388,446,370,399,402,401,392,410,398,391
126,,23,29,25,39,41,37,54,85,351
127,182,269,250,194,290,226,206,202,417,154
128,237,342,364,355,379,401,349,314,411,110
129,127,167,167,153,171,168,164,174,171,263
130,90,107,71,53,75,88,84,102,106,11
131,209,240,227,241,261,268,266,271,280,94
132,19,15,5,6,11,9,64,47,14,146
133,80,90,88,76,94,108,84,82,111,165
