id,y_2012,y_2014,y_2016,y_2019
2,0.65,0.74,0.6,0.61
3,1.81,2.3,2.02,2.15
4,0.14,0.14,0.17,0.13
5,0.26,0.23,0.24,0.22
6,0.58,0.56,0.57,0.56
7,0.1,0.12,0.11,0.07
8,0.43,0.43,0.4,0.5
9,0.19,0.23,0.18,0.29
10,1.04,1.11,1.13,0.95
11,0.95,0.89,0.9,0.67
12,0.88,0.96,0.94,1.08
13,0.96,1.03,1.17,1.19
14,0.85,1.05,1.29,1.4
15,0.46,0.42,0.59,0.62
16,1.46,1.69,1.64,1.91
17,0.74,0.99,1.03,0.96
18,0.81,0.73,0.78,0.81
19,0.82,0.95,0.97,1.01
20,0.56,0.73,0.7,0.52
21,1.01,1.21,1.08,0.95
22,0.19,0.12,0.2,0.26
23,0.28,0.36,0.39,0.28
24,0.41,0.45,0.36,0.38
25,0.45,0.33,0.57,0.5
26,0.66,0.7,0.6,0.75
27,0.71,0.7,0.65,0.71
28,0.23,0.17,0.21,0.13
29,0.11,0.17,0.26,0.2
30,0.44,0.61,0.67,0.52
31,0.33,0.46,0.44,0.31
32,,,0.09,
33,0.48,0.56,0.8,0.6
34,0.65,0.57,0.77,1.13
35,0.53,0.53,0.71,0.74
36,0.41,0.64,0.69,0.62
37,0.72,0.56,0.57,0.62
38,0.52,0.45,0.5,0.54
39,0.86,0.81,0.77,0.82
40,0.93,0.88,1.2,1.0
41,0.26,0.3,0.42,0.34
42,0.44,0.45,0.61,0.6
43,0.33,0.39,0.38,0.48
44,0.11,0.21,0.15,0.26
45,1.72,1.6,1.52,1.87
46,0.55,0.4,0.52,0.61
47,0.33,0.33,0.41,0.24
48,0.56,0.47,0.36,0.47
49,0.59,0.68,0.64,0.63
50,1.2,1.36,1.6,0.96
51,0.37,0.42,0.32,0.61
52,1.26,0.74,0.58,0.62
53,1.24,1.5,1.44,1.24
54,0.58,0.76,0.75,0.59
55,0.36,0.39,0.41,0.29
56,0.09,0.1,0.05,0.11
57,0.61,0.99,0.9,0.79
58,0.35,0.38,0.59,0.43
59,0.72,0.78,0.88,0.92
60,0.52,0.6,0.53,0.51
61,0.31,0.28,0.14,0.21
62,,,,
64,0.84,0.89,0.93,0.87
65,0.8,0.94,1.36,0.78
66,0.67,0.83,0.72,0.64
67,0.18,0.38,0.55,0.53
68,0.79,0.83,0.68,0.65
69,0.1,0.2,0.13,0.19
70,0.23,0.27,0.39,0.21
71,1.96,2.0,2.08,1.9
72,0.33,0.54,0.63,0.81
73,0.93,0.86,1.01,0.96
74,0.14,0.23,0.29,0.24
75,0.28,0.34,0.36,0.32
76,0.62,0.82,1.0,0.82
77,1.72,1.65,1.54,1.39
78,0.84,0.72,0.73,0.56
79,1.12,1.11,1.15,1.0
80,0.43,0.59,0.57,0.55
81,0.27,0.26,0.27,0.21
82,0.6,0.6,0.91,0.81
83,0.64,0.58,0.52,0.69
84,0.08,0.13,0.08,0.08
85,0.76,0.71,0.73,0.53
86,0.97,1.06,1.08,0.81
87,0.81,0.64,0.46,0.39
88,0.43,0.55,0.52,0.29
89,0.49,0.31,0.35,0.36
90,0.73,0.87,0.72,0.47
91,0.58,0.61,0.54,0.7
92,0.55,0.52,0.55,0.61
93,0.62,0.56,0.43,0.48
94,0.32,0.28,0.36,0.34
95,0.45,0.35,0.56,0.53
96,1.07,1.19,1.22,1.52
97,0.94,0.84,0.77,0.94
98,0.93,0.62,1.03,1.27
99,0.41,0.44,0.51,0.48
100,0.5,0.58,0.67,0.57
101,1.16,0.94,0.93,1.02
102,0.49,0.4,0.43,0.41
103,0.51,0.5,0.5,0.64
105,0.42,0.62,0.99,0.95
106,0.6,0.71,0.69,0.83
107,0.83,0.75,0.65,0.57
108,0.38,0.32,0.35,0.31
109,0.43,0.42,0.45,0.35
110,0.49,0.45,0.51,0.4
111,0.86,0.84,1.06,1.74
112,0.46,0.38,0.44,0.45
113,1.06,0.97,1.28,1.34
114,0.35,0.38,0.47,0.75
115,1.26,1.25,1.16,0.79
116,1.25,1.37,1.68,1.92
117,1.24,1.38,1.34,1.31
118,0.24,0.25,0.35,0.27
119,0.34,0.29,0.37,0.46
120,0.61,0.6,0.73,0.6
121,0.6,0.69,0.82,0.69
122,,,,
123,0.58,0.57,0.66,0.64
124,0.43,0.53,0.5,0.52
125,0.94,1.05,0.89,0.92
126,0.11,0.13,0.26,0.6
127,1.0,1.12,1.23,0.97
128,1.0,1.03,1.2,0.99
129,0.41,0.56,0.47,0.45
130,0.32,0.31,0.3,0.55
131,0.66,0.58,0.63,0.55
132,0.16,0.1,0.2,0.19
133,0.26,0.37,0.2,0.31
134,0.25,0.4,0.24,0.42
135,0.41,0.3,0.44,0.61
136,0.98,0.81,0.69,0.78
137,0.79,0.85,0.9,0.67
138,0.21,0.14,0.33,0.23
139,0.25,0.28,0.46,0.48
140,0.54,0.72,0.61,0.7
141,0.31,0.34,0.45,0.18
142,0.85,0.71,0.84,0.87
143,0.31,0.28,0.43,0.34
144,0.85,0.66,0.83,0.7
145,0.58,0.71,0.62,0.73
146,0.41,0.52,0.56,0.44
147,0.52,0.59,0.63,0.51
148,0.4,0.44,0.38,0.49
149,0.24,0.12,0.12,0.13
150,0.4,0.38,0.48,0.57
151,0.7,0.73,0.47,0.43
152,0.17,0.19,0.19,0.11
153,0.92,0.8,0.74,0.72
154,0.89,0.82,0.9,0.78
155,0.78,0.87,1.01,1.0
156,1.06,1.11,1.21,1.1
157,0.38,0.66,0.5,0.36
158,0.98,1.23,1.38,1.21
159,0.36,0.26,0.45,0.32
160,0.81,0.77,0.89,0.9
161,0.88,0.88,0.72,0.99
162,0.57,0.45,0.58,0.52
163,0.22,0.3,0.36,0.38
164,2.17,2.41,2.36,2.24
165,0.99,1.33,1.29,0.96
166,0.38,0.52,0.4,0.43
167,0.4,0.34,0.44,0.25
168,0.4,0.42,0.45,0.43
169,0.65,0.69,0.65,0.57
170,0.33,0.21,0.23,0.25
171,0.22,0.21,0.23,0.29
172,1.08,0.88,0.73,0.7
173,0.19,0.27,0.33,0.35
174,0.46,0.34,0.37,0.37
175,0.31,0.27,0.48,0.47
176,0.65,0.52,0.5,0.52
177,0.32,0.36,0.32,0.28
178,0.72,1.03,1.43,1.39
179,0.38,0.52,0.55,0.47
180,0.31,0.44,0.46,0.44
181,0.53,0.55,0.49,0.39
182,0.23,0.23,0.26,0.12
183,0.31,0.3,0.21,0.22
184,0.77,0.88,0.77,0.68
185,1.27,1.13,1.17,0.84
186,0.48,0.58,0.7,0.54
187,0.28,0.23,0.35,0.31
188,0.39,0.41,0.43,0.41
189,0.24,0.26,0.31,0.12
190,0.34,0.33,0.34,0.33
191,0.49,0.44,0.44,0.53
192,0.69,0.83,0.98,1.17
193,0.37,0.46,0.43,0.41
194,0.19,0.19,0.38,0.44
195,0.74,0.7,0.6,0.93
196,0.58,0.77,0.65,0.63
197,0.74,0.76,0.95,1.15
198,0.21,0.34,0.28,0.34
199,1.31,1.6,1.52,1.17
200,0.36,0.34,0.28,0.33
201,0.32,0.34,0.44,0.43
202,0.92,0.75,0.78,0.72
203,0.49,0.5,0.58,0.57
204,0.49,0.41,0.4,0.28
205,0.11,0.14,0.17,0.12
206,0.34,0.55,0.42,0.47
207,0.41,0.67,0.8,0.92
208,0.21,0.28,0.44,0.35
209,0.82,0.93,1.29,1.14
210,0.27,0.4,0.45,0.37
211,0.64,0.65,0.75,0.59
212,0.42,0.59,0.87,0.59
213,0.44,0.35,0.41,0.37
215,0.12,0.11,0.15,0.16
216,0.15,0.15,0.19,0.23
217,0.14,0.29,0.3,0.31
218,0.62,0.74,0.62,0.56
219,0.3,0.24,0.33,0.37
220,0.48,0.43,0.36,0.32
221,0.64,0.62,0.77,0.63
222,0.56,0.51,0.47,0.51
223,0.69,0.62,0.5,0.52
224,0.39,0.46,0.49,0.47
225,0.22,0.3,0.33,0.26
226,0.27,0.23,0.23,0.2
227,0.59,0.64,0.55,0.59
228,0.15,0.26,0.07,0.14
229,0.98,1.04,1.49,1.72
230,0.94,0.98,1.17,1.19
231,0.56,0.6,0.72,0.53
232,0.76,0.92,0.95,0.98
233,0.56,0.42,0.63,0.66
234,1.35,1.3,1.27,1.13
235,0.55,0.58,0.72,0.65
236,0.24,0.17,0.18,0.14
237,0.69,0.72,0.83,1.03
238,0.48,0.61,0.55,0.52
240,0.47,0.45,0.44,0.5
241,0.3,0.36,0.21,0.25
242,0.44,0.5,0.29,0.36
243,,,,0.16
244,0.54,0.4,0.48,0.33
245,0.64,0.7,0.59,0.75
246,0.69,0.75,0.71,0.53
247,0.38,0.43,0.53,0.36
248,0.58,0.59,0.54,0.66
249,0.83,0.59,0.71,0.64
250,0.49,0.41,0.42,0.45
251,0.67,0.57,0.49,0.51
252,0.14,0.21,0.3,0.24
253,0.59,0.61,0.5,0.41
254,0.17,0.1,0.39,0.25
255,0.42,0.5,0.4,0.34
256,0.63,0.53,0.84,1.42
257,1.05,1.06,0.89,1.17
258,0.86,0.79,0.97,0.78
259,0.64,0.68,0.79,0.71
260,0.63,0.76,0.55,0.94
261,0.52,0.41,0.51,0.45
262,0.48,0.51,0.52,0.63
263,0.34,0.57,0.51,0.54
264,0.47,0.59,0.76,0.56
265,0.37,0.37,0.38,0.31
266,0.76,0.76,0.77,0.8
267,1.38,1.27,1.5,1.41
268,0.4,0.61,0.38,0.44
269,0.65,0.6,0.67,0.56
270,0.45,0.55,0.6,0.59
271,0.31,0.35,0.27,0.38
272,0.58,0.43,0.59,0.6
273,0.59,0.74,0.77,0.8
274,0.34,0.41,0.41,0.29
275,0.42,0.43,0.47,0.57
276,0.63,0.57,0.54,0.51
277,0.4,0.38,0.61,0.72
278,0.43,0.44,0.46,0.44
279,0.47,0.43,0.44,0.42
280,0.58,0.83,0.71,0.76
281,0.3,0.29,0.37,0.32
282,0.39,0.37,0.36,0.45
283,0.57,0.66,0.62,0.56
284,0.11,0.06,0.07,0.32
285,,,,
286,0.25,0.34,0.31,0.14
287,0.54,0.57,0.74,0.82
288,0.47,0.5,0.52,0.5
289,1.41,1.04,1.09,1.32
290,0.17,0.11,0.2,0.2
291,0.85,0.95,1.54,1.18
292,0.43,0.48,0.51,0.38
293,0.22,0.33,0.36,0.29
294,0.23,0.25,0.33,0.25
295,0.45,0.48,0.36,0.34
296,0.24,0.37,0.47,0.4
297,0.08,0.07,0.1,0.1
298,0.38,0.36,0.46,0.29
299,0.76,0.69,0.97,0.87
300,0.35,0.39,0.26,
301,0.46,0.58,0.5,0.55
302,1.07,1.06,0.87,1.04
303,0.41,0.56,0.51,0.54
304,0.48,0.54,0.55,0.49
305,0.27,0.24,0.25,0.16
306,0.52,0.63,0.74,0.64
307,0.73,0.64,0.95,0.99
308,0.32,0.45,0.35,0.27
309,0.31,0.22,0.31,0.32
310,0.5,0.42,0.5,0.44
311,0.32,0.3,0.4,0.31
312,0.49,0.56,0.67,0.69
313,0.59,0.46,0.54,0.41
314,1.01,1.18,1.16,1.2
315,0.25,0.18,0.28,0.35
316,1.43,1.68,1.63,1.67
317,0.47,0.51,0.4,0.4
318,0.4,0.47,0.46,0.4
