"id","y_2011","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2021","y_2022"
2,223,204,205,205,353,349,347,345,682
3,2540,2565,3118,3113,3349,4611,6899,6908,7409
4,85,52,52,52,52,67,74,52,73
5,116,45,45,43,31,24,27,29,28
6,671,550,547,548,544,411,376,531,385
7,180,198,199,200,202,183,191,475,475
8,108,127,135,135,135,151,187,185,186
9,299,246,243,246,249,282,255,254,253
10,1096,1245,1245,1246,1245,1036,1099,1243,1175
11,689,675,675,767,772,745,754,758,766
12,0,0,0,0,0,0,0,0,0
13,0,0,0,0,257,258,261,260,256
14,969,1012,1011,1010,1011,960,1012,0,0
15,0,0,0,0,0,0,0,0,0
16,73,409,409,344,344,333,356,337,333
17,0,472,472,470,946,913,947,947,944
18,8,497,497,498,439,419,449,471,517
19,510,607,607,607,607,509,608,607,608
20,1077,1009,1009,1009,1009,1081,394,394,396
21,483,0,0,0,445,533,2,498,23
22,85,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
25,230,296,296,296,296,0,359,359,359
26,146,136,136,136,140,140,136,140,136
27,659,674,674,674,674,673,677,677,532
28,273,343,343,342,344,319,376,380,380
29,0,0,0,0,0,0,0,0,0
30,0,0,146,275,595,613,708,715,725
31,0,162,160,161,164,136,171,171,170
32,220,220,220,220,220,220,220,220,220
33,390,587,391,391,587,390,587,0,0
34,227,253,257,261,257,244,585,590,594
35,0,0,0,0,0,0,0,0,0
36,188,223,393,393,482,443,478,778,778
37,0,100,99,99,113,0,0,0,0
38,289,271,271,271,271,332,264,301,335
39,309,111,111,112,143,108,142,142,143
40,730,762,762,767,810,805,648,844,651
41,95,382,334,338,386,198,386,386,386
42,27,46,46,46,46,28,46,46,46
43,376,403,403,403,403,390,403,403,401
44,0,2,2,2,2,0,2,2,2
45,0,0,0,0,60,44,767,774,0
46,865,925,925,925,925,863,924,924,924
47,631,640,640,639,591,595,596,601,602
48,0,111,109,109,100,105,94,94,94
49,0,0,0,0,0,0,0,0,0
50,744,783,784,784,783,735,625,625,632
51,0,0,0,0,0,0,0,0,0
52,374,686,349,0,0,0,660,0,662
53,0,295,295,295,295,388,294,294,294
54,39,5,5,5,14,41,13,13,13
55,83,30,30,30,30,85,30,30,30
56,305,332,337,337,337,301,348,348,343
57,572,634,634,0,0,0,319,0,809
58,133,398,398,398,398,260,395,395,395
59,44,238,238,238,238,280,252,252,252
60,0,0,0,0,0,0,0,0,0
61,0,3,3,3,3,0,3,4,3
62,,,,,,,0,0,0
64,704,723,816,794,1312,1312,988,988,988
65,0,0,0,0,0,0,0,1010,1010
66,1256,1263,1353,1353,1353,1353,1353,1353,1353
67,0,0,0,0,0,0,0,854,854
68,524,547,548,548,631,551,629,629,629
69,591,600,481,564,564,555,927,845,846
70,229,357,355,355,354,211,352,353,351
71,544,536,537,537,537,880,866,526,866
72,234,550,549,549,547,676,532,532,557
73,52,67,67,67,67,51,67,66,66
74,508,512,512,512,512,508,512,512,512
75,620,652,708,708,353,743,348,348,348
76,15,4,4,3,3,17,8,2,2
77,994,1146,1220,1220,1219,1215,1284,1306,1318
78,265,265,264,264,264,264,264,813,813
79,0,518,518,518,518,679,518,518,518
80,0,0,0,0,0,0,0,979,1023
81,0,11,11,11,17,16,17,323,404
82,368,322,322,524,524,589,524,524,524
83,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0
85,248,278,277,276,275,239,265,263,269
86,0,0,0,0,286,11,287,287,2276
87,0,36,36,36,200,176,205,205,430
88,0,0,0,0,0,0,0,0,0
89,329,303,303,302,303,0,300,302,301
90,0,51,51,51,527,534,524,525,51
91,0,0,0,0,0,0,0,0,0
92,909,1032,1206,1220,1220,1476,1383,1407,1461
93,620,620,620,620,620,620,620,620,484
94,0,124,124,124,124,86,123,123,292
95,413,420,420,420,420,406,420,420,420
96,252,504,769,812,872,288,1046,1046,1046
97,168,66,66,66,77,218,325,436,436
98,9,9,9,9,9,9,9,9,9
99,182,200,200,0,0,0,217,0,217
100,247,285,285,283,260,247,283,261,283
101,0,0,0,0,0,0,0,432,0
102,0,268,269,269,406,347,408,408,332
103,0,0,0,0,0,0,0,758,0
105,0,0,0,0,0,111,184,0,184
106,720,722,722,722,722,722,724,724,723
107,0,416,416,416,0,0,0,15,15
108,0,0,0,0,0,0,0,0,0
109,328,385,393,421,448,392,651,660,652
110,251,251,250,251,251,246,246,729,10
111,0,0,0,0,314,249,329,329,0
112,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0
115,476,212,212,212,212,379,212,212,212
116,833,800,798,796,941,1017,1222,1279,1564
117,318,318,318,318,302,318,318,318,318
118,0,0,0,0,0,0,0,0,0
119,111,127,127,127,127,127,128,129,129
120,0,0,0,0,0,0,0,0,0
121,30,1,1,1,1,38,1,1,1
122,,,,,,,,,0
123,14,14,14,14,14,14,13,13,13
124,744,828,828,826,823,734,1000,974,938
125,0,0,0,211,0,0,0,362,0
126,1,0,0,0,0,1,24,68,0
127,661,650,650,650,650,162,152,152,0
128,39,80,80,80,81,27,0,81,0
129,99,200,200,200,200,110,200,200,199
130,0,0,0,0,0,0,0,0,0
131,0,123,135,136,0,0,0,71,71
132,246,247,249,249,247,241,246,253,252
133,498,498,577,578,277,275,275,275,274
134,155,168,168,168,168,0,196,197,197
135,0,0,0,0,0,0,0,0,0
136,74,25,26,26,26,80,24,0,0
137,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0
139,95,90,90,90,90,93,88,88,88
140,217,143,144,143,143,143,142,142,142
141,0,0,0,0,0,0,0,0,0
142,190,533,533,533,533,186,535,535,535
143,77,56,56,56,56,80,57,57,57
144,498,473,498,502,506,509,500,502,446
145,31,51,51,51,51,18,51,51,51
146,343,407,407,411,99,365,435,101,98
147,3,192,199,208,209,296,208,208,208
148,507,465,465,465,466,0,465,470,469
149,205,70,151,151,151,0,151,151,151
150,0,0,70,70,70,100,70,70,81
151,0,0,0,0,0,148,0,0,0
152,0,0,0,0,0,0,0,0,0
153,487,553,553,553,555,537,554,830,860
154,506,535,535,535,549,486,510,510,510
155,26,53,53,53,486,386,513,513,515
156,313,443,467,492,495,386,548,547,547
157,450,317,214,214,209,197,211,212,290
158,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0
162,223,144,142,142,142,223,142,142,197
163,426,503,507,491,485,719,850,878,882
164,1382,1623,1538,1568,1740,1648,1799,1805,269
165,734,756,756,756,736,741,688,688,688
166,438,536,536,535,536,428,535,585,585
167,0,260,260,260,260,0,260,260,260
168,0,91,91,91,91,0,91,91,91
169,28,0,0,0,0,0,0,0,0
170,82,215,215,215,215,82,214,214,214
171,329,275,270,314,379,436,386,387,386
172,137,94,496,499,498,72,1016,674,1101
173,26,0,0,0,0,0,0,0,207
174,0,0,0,0,17,17,12,12,0
175,0,0,0,0,0,0,0,0,0
176,304,175,175,175,175,306,38,38,38
177,196,184,184,184,185,191,187,187,187
178,0,0,0,0,0,0,0,959,0
179,158,92,92,91,91,163,119,121,121
180,0,0,0,0,0,0,0,32,32
181,558,566,565,567,567,560,564,564,540
182,0,0,0,0,0,0,0,0,0
183,52,52,52,51,51,51,47,49,50
184,238,273,273,274,274,234,267,264,0
185,0,0,0,0,0,0,0,0,0
186,300,325,323,323,297,0,296,333,333
187,9,312,312,312,301,296,313,313,312
188,49,477,477,476,426,658,564,563,563
189,400,400,400,400,400,400,400,400,400
190,0,0,0,0,0,0,0,0,15
191,342,435,433,433,435,338,436,447,437
192,191,224,247,302,337,389,379,411,452
193,346,293,293,294,292,335,448,453,463
194,43,41,41,41,18,41,51,49,49
195,0,0,0,0,0,0,0,0,0
196,409,413,414,413,413,403,411,493,492
197,8,14,14,14,15,0,0,0,0
198,0,0,0,0,0,0,0,0,0
199,456,500,542,542,542,501,572,572,575
200,0,0,0,0,0,0,0,0,0
201,281,280,280,279,280,280,283,283,283
202,329,287,287,20,20,0,20,20,290
203,0,0,0,0,0,0,0,0,0
204,576,614,614,614,631,575,640,640,638
205,14,32,32,32,32,15,32,32,32
206,414,414,414,414,410,413,410,410,410
207,509,0,0,0,0,755,0,0,0
208,1,4,5,5,4,3,3,0,0
209,95,101,101,101,101,92,100,100,100
210,264,900,897,1136,1140,1021,1173,1173,1173
211,0,0,0,0,0,0,0,0,0
212,255,261,261,261,293,236,280,280,290
213,0,260,260,234,220,221,109,240,239
215,0,0,0,0,0,0,0,0,0
216,206,211,211,211,214,233,220,215,232
217,0,0,0,0,0,0,0,0,0
218,401,273,454,454,454,277,261,261,261
219,63,86,89,283,300,298,310,309,759
220,248,246,246,246,168,254,245,155,155
221,284,642,642,642,643,625,645,646,646
222,0,0,0,0,0,0,0,0,0
223,0,0,0,0,273,292,276,276,271
224,107,196,196,196,196,99,196,196,196
225,0,0,0,0,0,0,0,0,0
226,118,77,77,77,78,142,77,78,78
227,0,0,0,0,0,0,0,0,0
